"NAME","ECONOMY","DISPLAY_NAME","ALIASES","CATEGORIES","TYPE","VALUE","STATIC","STATICPRICE","STOCK","MEDIAN","INITIATION","STARTPRICE","CEILING","FLOOR","MAXSTOCK","COMPONENTS","DATA","VERSION"
"HUGE_MUSHROOM_2_10","default","huge_red_mushroom_10","hugeredmushroom10,","hugemushrooms,","ITEM","5","false","10","0","1000","true","10","1000000","0","0","hugeredmushroom0,1;","amount,1;durability,10;maxStackSize,64;data,10;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,HUGE_MUSHROOM_2;metaType,ITEM;maxDurability,0;","1"
"HUGE_MUSHROOM_2_2","default","huge_red_mushroom_2","hugeredmushroom2,","hugemushrooms,","ITEM","5","false","10","0","1000","true","10","1000000","0","0","hugeredmushroom0,1;","amount,1;durability,2;maxStackSize,64;data,2;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,HUGE_MUSHROOM_2;metaType,ITEM;maxDurability,0;","1"
"HUGE_MUSHROOM_2_3","default","huge_red_mushroom_3","hugeredmushroom3,","hugemushrooms,","ITEM","5","false","10","0","1000","true","10","1000000","0","0","hugeredmushroom0,1;","amount,1;durability,3;maxStackSize,64;data,3;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,HUGE_MUSHROOM_2;metaType,ITEM;maxDurability,0;","1"
"HUGE_MUSHROOM_2_4","default","huge_red_mushroom_4","hugeredmushroom4,","hugemushrooms,","ITEM","5","false","10","0","1000","true","10","1000000","0","0","hugeredmushroom0,1;","amount,1;durability,4;maxStackSize,64;data,4;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,HUGE_MUSHROOM_2;metaType,ITEM;maxDurability,0;","1"
"HUGE_MUSHROOM_2_5","default","huge_red_mushroom_5","hugeredmushroom5,","hugemushrooms,","ITEM","5","false","10","0","1000","true","10","1000000","0","0","hugeredmushroom0,1;","amount,1;durability,5;maxStackSize,64;data,5;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,HUGE_MUSHROOM_2;metaType,ITEM;maxDurability,0;","1"
"HUGE_MUSHROOM_2_6","default","huge_red_mushroom_6","hugeredmushroom6,","hugemushrooms,","ITEM","5","false","10","0","1000","true","10","1000000","0","0","hugeredmushroom0,1;","amount,1;durability,6;maxStackSize,64;data,6;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,HUGE_MUSHROOM_2;metaType,ITEM;maxDurability,0;","1"
"HUGE_MUSHROOM_2_7","default","huge_red_mushroom_7","hugeredmushroom7,","hugemushrooms,","ITEM","5","false","10","0","1000","true","10","1000000","0","0","hugeredmushroom0,1;","amount,1;durability,7;maxStackSize,64;data,7;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,HUGE_MUSHROOM_2;metaType,ITEM;maxDurability,0;","1"
"HUGE_MUSHROOM_2_8","default","huge_red_mushroom_8","hugeredmushroom8,","hugemushrooms,","ITEM","5","false","10","0","1000","true","10","1000000","0","0","hugeredmushroom0,1;","amount,1;durability,8;maxStackSize,64;data,8;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,HUGE_MUSHROOM_2;metaType,ITEM;maxDurability,0;","1"
"HUGE_MUSHROOM_2_9","default","huge_red_mushroom_9","hugeredmushroom9,","hugemushrooms,","ITEM","5","false","10","0","1000","true","10","1000000","0","0","hugeredmushroom0,1;","amount,1;durability,9;maxStackSize,64;data,9;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,HUGE_MUSHROOM_2;metaType,ITEM;maxDurability,0;","1"
"ICE_0","default","ice","ice,","blocks,","ITEM","200","false","400","0","1000","true","400","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,ICE;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_0","default","ink_sac","inksac,inksack,","organic,dyes,","ITEM","15","false","30","0","1000","true","30","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_1","default","rose_red","rosered,reddye,","dyes,","ITEM","5","false","10","0","10000","true","10","1000000","0","0","poppy,1/2;","amount,1;durability,1;maxStackSize,64;data,1;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_10","default","lime_dye","limedye,","dyes,","ITEM","7.666666666666666","false","15.333333333333332","0","10000","true","15.333333333333332","1000000","0","0","bonemeal,1/2;cactusgreen,1/2;","amount,1;durability,10;maxStackSize,64;data,10;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_11","default","dandelion_yellow","dandelionyellow,yellowdye,","dyes,","ITEM","5","false","10","0","10000","true","10","1000000","0","0","dandelion,1/2;","amount,1;durability,11;maxStackSize,64;data,11;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_12","default","light_blue_dye","lightbluedye,","dyes,","ITEM","14.166666666666666","false","28.333333333333332","0","10000","true","28.333333333333332","1000000","0","0","bonemeal,1/2;lapislazuli,1/2;","amount,1;durability,12;maxStackSize,64;data,12;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_13","default","magenta_dye","magentadye,","dyes,","ITEM","9.583333333333332","false","19.166666666666664","0","10000","true","19.166666666666664","1000000","0","0","purpledye,1/2;pinkdye,1/2;","amount,1;durability,13;maxStackSize,64;data,13;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_14","default","orangedye","orangedye,","dyes,","ITEM","5","false","10","0","10000","true","10","1000000","0","0","rosered,1/2;dandelionyellow,1/2;","amount,1;durability,14;maxStackSize,64;data,14;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_15","default","bonemeal","bonemeal,","brewing,organic,dyes,","ITEM","3.333333333333333","false","6.666666666666666","0","10000","true","6.666666666666666","1000000","0","0","bone,1/3;","amount,1;durability,15;maxStackSize,64;data,15;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_2","default","cactus_green","cactusgreen,greendye,","dyes,","ITEM","12","false","24","0","10000","true","24","1000000","0","0","","amount,1;durability,2;maxStackSize,64;data,2;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_3","default","cocoa_beans","cocoabeans,","organic,dyes,","ITEM","6","false","12","0","10000","true","12","1000000","0","0","","amount,1;durability,3;maxStackSize,64;data,3;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_4","default","lapis_lazuli","lapislazuli,","dyes,","ITEM","25","false","50","0","10000","true","50","1000000","0","0","","amount,1;durability,4;maxStackSize,64;data,4;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_5","default","purple_dye","purpledye,","dyes,","ITEM","15","false","30","0","10000","true","30","1000000","0","0","lapislazuli,1/2;rosered,1/2;","amount,1;durability,5;maxStackSize,64;data,5;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_6","default","cyan_dye","cyandye,","dyes,","ITEM","18.5","false","37","0","10000","true","37","1000000","0","0","cactusgreen,1/2;lapislazuli,1/2;","amount,1;durability,6;maxStackSize,64;data,6;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_7","default","light_gray_dye","lightgraydye,lightgreydye,","dyes,","ITEM","6.25","false","12.5","0","1000","true","12.5","1000000","0","0","graydye,1/2;bonemeal,1/2;","amount,1;durability,7;maxStackSize,64;data,7;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_8","default","gray_dye","graydye,greydye,","dyes,","ITEM","9.166666666666666","false","18.333333333333332","0","1000","true","18.333333333333332","1000000","0","0","bonemeal,1/2;inksac,1/2;","amount,1;durability,8;maxStackSize,64;data,8;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"INK_SACK_9","default","pink_dye","pinkdye,","dyes,","ITEM","4.166666666666666","false","8.333333333333332","0","10000","true","8.333333333333332","1000000","0","0","rosered,1/2;bonemeal,1/2;","amount,1;durability,9;maxStackSize,64;data,9;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,INK_SACK;metaType,ITEM;maxDurability,0;","1"
"IRON_AXE_0","default","iron_axe","ironaxe,","tools,","ITEM","97","false","194","0","10000","true","194","1000000","0","0","ironingot,3;stick,2;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_AXE;metaType,ITEM;maxDurability,250;","1"
"IRON_BARDING_0","default","iron_horse_armor","ironhorsearmor,","horses,","ITEM","8000","false","16000","0","200","true","16000","1000000","0","0","","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_BARDING;metaType,ITEM;maxDurability,0;","1"
"IRON_BLOCK_0","default","iron_block","ironblock,","ores,","ITEM","288","false","576","0","15000","true","576","1000000","0","0","ironingot,9;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_BLOCK;metaType,ITEM;maxDurability,0;","1"
"IRON_BOOTS_0","default","iron_boots","ironboots,","armor,","ITEM","128","false","256","0","15000","true","256","1000000","0","0","ironingot,4;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_BOOTS;metaType,ITEM;maxDurability,195;","1"
"IRON_CHESTPLATE_0","default","iron_chestplate","ironchestplate,","armor,","ITEM","256","false","512","0","15000","true","512","1000000","0","0","ironingot,8;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_CHESTPLATE;metaType,ITEM;maxDurability,240;","1"
"IRON_DOOR_0","default","iron_door","irondoor,","doors,","ITEM","192","false","384","0","15000","true","384","1000000","0","0","ironingot,6;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_DOOR;metaType,ITEM;maxDurability,0;","1"
"IRON_FENCE_0","default","iron_bars","ironbars,","blocks,","ITEM","12","false","24","0","15000","true","24","1000000","0","0","ironingot,3/8;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_FENCE;metaType,ITEM;maxDurability,0;","1"
"IRON_HELMET_0","default","iron_helmet","ironhelmet,","armor,","ITEM","160","false","320","0","15000","true","320","1000000","0","0","ironingot,5;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_HELMET;metaType,ITEM;maxDurability,165;","1"
"IRON_HOE_0","default","iron_hoe","ironhoe,","tools,","ITEM","65","false","130","0","10000","true","130","1000000","0","0","ironingot,2;stick,2;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_HOE;metaType,ITEM;maxDurability,250;","1"
"IRON_INGOT_0","default","iron_ingot","ironingot,","ores,","ITEM","32","false","64","0","15000","true","64","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_INGOT;metaType,ITEM;maxDurability,0;","1"
"IRON_LEGGINGS_0","default","iron_leggings","ironleggings,","armor,","ITEM","224","false","448","0","15000","true","448","1000000","0","0","ironingot,7;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_LEGGINGS;metaType,ITEM;maxDurability,225;","1"
"IRON_ORE_0","default","iron_ore","ironore,","ores,","ITEM","30","false","60","0","10000","true","60","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_ORE;metaType,ITEM;maxDurability,0;","1"
"IRON_PICKAXE_0","default","iron_pickaxe","ironpickaxe,","tools,","ITEM","97","false","194","0","10000","true","194","1000000","0","0","ironingot,3;stick,2;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_PICKAXE;metaType,ITEM;maxDurability,250;","1"
"IRON_PLATE_0","default","iron_pressure_plate","ironpressureplate,","redstone,","ITEM","64","false","128","0","15000","true","128","1000000","0","0","ironingot,2;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_PLATE;metaType,ITEM;maxDurability,0;","1"
"IRON_SPADE_0","default","iron_shovel","ironshovel,","tools,","ITEM","33","false","66","0","10000","true","66","1000000","0","0","ironingot,1;stick,2;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_SPADE;metaType,ITEM;maxDurability,250;","1"
"IRON_SWORD_0","default","iron_sword","ironsword,","tools,","ITEM","64.5","false","129","0","10000","true","129","1000000","0","0","ironingot,2;stick,1;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_SWORD;metaType,ITEM;maxDurability,250;","1"
"IRON_TRAPDOOR_0","default","iron_trapdoor","irontrapdoor,","doors,","ITEM","128","false","256","0","15000","true","256","1000000","0","0","ironingot,4;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,IRON_TRAPDOOR;metaType,ITEM;maxDurability,0;","1"
"ITEM_FRAME_0","default","item_frame","itemframe,","other,","ITEM","14","false","28","0","3000","true","28","1000000","0","0","leather,1;stick,8;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,ITEM_FRAME;metaType,ITEM;maxDurability,0;","1"
"JACK_O_LANTERN_0","default","jack_o_lantern","jackolantern,","blocks,","ITEM","21.79","false","43.25","0","3000","true","43.25","1000000","0","0","pumpkin,1;torch,1;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,JACK_O_LANTERN;metaType,ITEM;maxDurability,0;","1"
"JUKEBOX_0","default","jukebox","jukebox,","redstone,blocks,","ITEM","2008","false","4016","0","2500","true","4016","1000000","0","0","oakwood,8;diamond,1;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,JUKEBOX;metaType,ITEM;maxDurability,0;","1"
"JUNGLE_DOOR_ITEM_0","default","jungle_door","jungledoor,","doors,","ITEM","2","false","4","0","10000","true","4","1000000","0","0","jungle_wood,2;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,JUNGLE_DOOR_ITEM;metaType,ITEM;maxDurability,0;","1"
"JUNGLE_FENCE_0","default","jungle_fence","junglefence,","fences,","ITEM","1.6666666666666665","false","3.333333333333333","0","10000","true","3.333333333333333","1000000","0","0","jungle_wood,4/3;stick,2/3;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,JUNGLE_FENCE;metaType,ITEM;maxDurability,0;","1"
"JUNGLE_FENCE_GATE_0","default","jungle_gate","junglegate,","fences,","ITEM","4","false","8","0","10000","true","8","1000000","0","0","stick,4;jungle_wood,2;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,JUNGLE_FENCE_GATE;metaType,ITEM;maxDurability,0;","1"
"JUNGLE_WOOD_STAIRS_0","default","jungle_wood_stairs","junglewoodstairs,","stairs,","ITEM","1.5","false","3","0","10000","true","3","1000000","0","0","junglewood,3/2;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,JUNGLE_WOOD_STAIRS;metaType,ITEM;maxDurability,0;","1"
"KNOCKBACK_1","default","knockback_1","knockback1,","enchantments,","ENCHANTMENT","200","false","400","0","75","true","400","1000000","0","0","","lvl,1;enchantment,KNOCKBACK;","1"
"KNOCKBACK_2","default","knockback_2","knockback2,","enchantments,","ENCHANTMENT","1500","false","3000","0","50","true","3000","1000000","0","0","","lvl,2;enchantment,KNOCKBACK;","1"
"LADDER_0","default","ladder","ladder,","wood,","ITEM","1.1666666666666667","false","2.3333333333333335","0","10000","true","2.3333333333333335","1000000","0","0","stick,7/3;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LADDER;metaType,ITEM;maxDurability,0;","1"
"LAPIS_BLOCK_0","default","lapis_block","lapisblock,","ores,","ITEM","225","false","450","0","10000","true","450","1000000","0","0","lapislazuli,9;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LAPIS_BLOCK;metaType,ITEM;maxDurability,0;","1"
"LAPIS_ORE_0","default","lapis_ore","lapisore,","ores,ores,","ITEM","250","false","500","0","500","true","500","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LAPIS_ORE;metaType,ITEM;maxDurability,0;","1"
"LAVA_BUCKET_0","default","lava_bucket","lavabucket,","tools,","ITEM","175","false","300","0","500","true","300","1000000","0","0","","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LAVA_BUCKET;metaType,ITEM;maxDurability,0;","1"
"LEASH_0","default","lead","lead,","horses,","ITEM","27","false","54","0","10000","true","54","1000000","0","0","slimeball,1/2;string,2;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LEASH;metaType,ITEM;maxDurability,0;","1"
"LEATHER_0","default","leather","leather,","organic,","ITEM","10","false","20","0","3000","true","20","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LEATHER;metaType,ITEM;maxDurability,0;","1"
"LEATHER_BOOTS_0","default","leather_boots","leatherboots,","armor,","ITEM","40","false","80","0","3000","true","80","1000000","0","0","leather,4;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LEATHER_BOOTS;metaType,ITEM;maxDurability,65;","1"
"LEATHER_CHESTPLATE_0","default","leather_chestplate","leatherchestplate,","armor,","ITEM","80","false","160","0","3000","true","160","1000000","0","0","leather,8;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LEATHER_CHESTPLATE;metaType,ITEM;maxDurability,80;","1"
"LEATHER_HELMET_0","default","leather_helmet","leatherhelmet,","armor,","ITEM","50","false","100","0","3000","true","100","1000000","0","0","leather,5;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LEATHER_HELMET;metaType,ITEM;maxDurability,55;","1"
"LEATHER_LEGGINGS_0","default","leather_leggings","leatherleggings,","armor,","ITEM","70","false","140","0","3000","true","140","1000000","0","0","leather,7;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LEATHER_LEGGINGS;metaType,ITEM;maxDurability,75;","1"
"LEAVES_0","default","oak_leaves","oakleaves,","organic,","ITEM","1","false","2","0","10000","true","2","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LEAVES;metaType,ITEM;maxDurability,0;","1"
"LEAVES_1","default","spruce_leaves","spruceleaves,","organic,","ITEM","1","false","2","0","10000","true","2","1000000","0","0","","amount,1;durability,1;maxStackSize,64;data,1;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LEAVES;metaType,ITEM;maxDurability,0;","1"
"LEAVES_2","default","birch_leaves","birchleaves,","organic,","ITEM","1","false","2","0","10000","true","2","1000000","0","0","","amount,1;durability,2;maxStackSize,64;data,2;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LEAVES;metaType,ITEM;maxDurability,0;","1"
"LEAVES_2_0","default","acacia_leaves","acacialeaves,","organic,","ITEM","1","false","2","0","10000","true","2","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LEAVES_2;metaType,ITEM;maxDurability,0;","1"
"LEAVES_2_1","default","dark_oak_leaves","darkoakleaves,","organic,","ITEM","1","false","2","0","10000","true","2","1000000","0","0","","amount,1;durability,1;maxStackSize,64;data,1;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LEAVES_2;metaType,ITEM;maxDurability,0;","1"
"LEAVES_3","default","jungle_leaves","jungleleaves,","organic,","ITEM","1","false","2","0","10000","true","2","1000000","0","0","","amount,1;durability,3;maxStackSize,64;data,3;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LEAVES;metaType,ITEM;maxDurability,0;","1"
"LEVER_0","default","lever","lever,","redstone,","ITEM","1.5","false","3","0","10000","true","3","1000000","0","0","cobblestone,1;stick,1;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LEVER;metaType,ITEM;maxDurability,0;","1"
"LINGERING_POTION_0","default","lingering_uncraftable_potion","lingeringuncraftablepotion,","potions,","ITEM","153.33333333333331","false","306.66666666666663","0","1000","true","306.66666666666663","1000000","0","0","splash_uncraftable_potion,1;dragons_breath,1/3;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,potionData[1]isExtended[0]false{0}potionType[0]UNCRAFTABLE{0}isUpgraded[0]false{0}{1}enchantments[1]{1}itemFlags[1]{1}potionEffects[1]{1}displayName[1]{1}lore[1]{1};isBlank,false;material,LINGERING_POTION;metaType,POTION;maxDurability,0;","1.1"
"LOG_0","default","oak_log","oaklog,","wood,logs,","ITEM","4","false","8","0","10000","true","8","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LOG;metaType,ITEM;maxDurability,0;","1"
"LOG_1","default","spruce_log","sprucelog,","wood,logs,","ITEM","4","false","8","0","10000","true","8","1000000","0","0","","amount,1;durability,1;maxStackSize,64;data,1;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LOG;metaType,ITEM;maxDurability,0;","1"
"LOG_2","default","birch_log","birchlog,","wood,logs,","ITEM","4","false","8","0","10000","true","8","1000000","0","0","","amount,1;durability,2;maxStackSize,64;data,2;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LOG;metaType,ITEM;maxDurability,0;","1"
"LOG_2_0","default","acacia_log","acacialog,","wood,logs,","item","4","false","8","0","10000","true","8","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LOG_2;metaType,ITEM;maxDurability,0;","1"
"LOG_2_1","default","dark_oak_log","darkoaklog,","wood,logs,","ITEM","4","false","8","0","10000","true","8","1000000","0","0","","amount,1;durability,1;maxStackSize,64;data,1;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LOG_2;metaType,ITEM;maxDurability,0;","1"
"LOG_3","default","jungle_log","junglelog,","wood,logs,","ITEM","4","false","8","0","10000","true","8","1000000","0","0","","amount,1;durability,3;maxStackSize,64;data,3;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LOG;metaType,ITEM;maxDurability,0;","1"
"LONG_GRASS_1","default","tall_grass","tallgrass,","organic,","ITEM","2","false","4","0","10000","true","4","1000000","0","0","","amount,1;durability,1;maxStackSize,64;data,1;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LONG_GRASS;metaType,ITEM;maxDurability,0;","1"
"LONG_GRASS_2","default","fern","fern,","organic,","ITEM","3","false","6","0","10000","true","6","1000000","0","0","","amount,1;durability,2;maxStackSize,64;data,2;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,LONG_GRASS;metaType,ITEM;maxDurability,0;","1"
"LOOT_BONUS_BLOCKS_1","default","fortune_1","fortune1,","enchantments,","ENCHANTMENT","600","false","1200","0","75","true","1200","1000000","0","0","","lvl,1;enchantment,LOOT_BONUS_BLOCKS;","1"
"LOOT_BONUS_BLOCKS_2","default","fortune_2","fortune2,","enchantments,","ENCHANTMENT","1600","false","3200","0","50","true","3200","1000000","0","0","","lvl,2;enchantment,LOOT_BONUS_BLOCKS;","1"
"LOOT_BONUS_BLOCKS_3","default","fortune_3","fortune3,","enchantments,","ENCHANTMENT","4000","false","8000","0","50","true","8000","1000000","0","0","","lvl,3;enchantment,LOOT_BONUS_BLOCKS;","1"
"LOOT_BONUS_MOBS_1","default","looting_1","looting1,","enchantments,","ENCHANTMENT","600","false","1200","0","75","true","1200","1000000","0","0","","lvl,1;enchantment,LOOT_BONUS_MOBS;","1"
"LOOT_BONUS_MOBS_2","default","looting_2","looting2,","enchantments,","ENCHANTMENT","1800","false","3600","0","50","true","3600","1000000","0","0","","lvl,2;enchantment,LOOT_BONUS_MOBS;","1"
"LOOT_BONUS_MOBS_3","default","looting_3","looting3,","enchantments,","ENCHANTMENT","4000","false","8000","0","50","true","8000","1000000","0","0","","lvl,3;enchantment,LOOT_BONUS_MOBS;","1"
